URL,Art,Absatz,,,,,,,,,,,,,,,,,,,,,
https://schomberg-co.de/ueber-uns/,Gründung,Seit fast 30 Jahren bilden wir kontinuierlich aus – egal ob in Jahren der Rezession oder des Wirtschaftswachstums.,,,,,,,,,,,,,,,,,,,,,
https://worring-dach-solar.de/ueber-uns,Gründung,Seit über 25 Jahren setzen wir auf Qualität zu fairem Preis und bieten Ihnen dazu den bestmöglichen Service.,,,,,,,,,,,,,,,,,,,,,
https://worring-dach-solar.de/ueber-uns,Mitarbeiter,FOTOS,,,,,,,,,,,,,,,,,,,,,
https://www.dachdeckerei-peto.de/%C3%BCber-uns/,Gründung,Unser Unternehmen wurde im Jahr 2011 von David Peto gegründet und besteht ausschließlich aus ausgebildeten Dachdeckern und Dachdeckermeistern.,,,,,,,,,,,,,,,,,,,,,
https://www.dachdeckerei-peto.de/%C3%BCber-uns/,Mitarbeiter,"Die Firma beschäftigt zur Zeit zwei Dachdeckermeister, 5 Dachdecker, einen AZUBI und eine Vollzeitbürokraft.",,,,,,,,,,,,,,,,,,,,,
https://www.luecking-dach.de/,Gründung,"Wir sind ein Traditionsunternehmen, das seit über 60 Jahren in der dritten Generation in Moers ansässig ist.",,,,,,,,,,,,,,,,,,,,,
https://www.luecking-dach.de/,Mitarbeiter,FOTO,,,,,,,,,,,,,,,,,,,,,
https://www.bedachungen-odinius.de/ueber-uns.aspx,Mitarbeiter,FOTOS,,,,,,,,,,,,,,,,,,,,,
https://www.pieper-bedachungen.com/,Mitarbeiter,FOTO,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-monteton.de/das-unternehmen,Gründung,"1992 meldete er sich bei der Handwerkskammer Dortmund zum Meisterlehrgang in Teilzeit an, und bestand 1994 die Meisterprüfung. Noch im selben Jahr machte er sich selbstständig, stellte alsbald den ersten Mitarbeiter ein und erwarb eine kleine Grundausstattung eines befreundeten Dachdeckermeisters.",,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-monteton.de/unser-team978c1631,Mitarbeiter,FOTO/FOTOS,,,,,,,,,,,,,,,,,,,,,
https://benzel.eu/ueber-uns/,Gründung,"Seit der Gründung im Jahr 2005 haben wir uns kontinuierlich weiterentwickelt und sind stets bestrebt, Ihnen innovative und nachhaltige Lösungen zu bieten.",,,,,,,,,,,,,,,,,,,,,
https://benzel.eu/ueber-uns/,Mitarbeiter,"Unser Team besteht aus 25 engagierten und hochqualifizierten Mitarbeitern, die jeden Tag ihr Bestes geben, um Ihre Projekte erfolgreich umzusetzen. / FOTOS",,,,,,,,,,,,,,,,,,,,,
https://www.stappert-dachkonzepte.de/ueber-uns,Gründung,70 Jahre Erfahrung,,,,,,,,,,,,,,,,,,,,,
https://www.stappert-dachkonzepte.de/ueber-uns,Mitarbeiter,14 Mitarbeiter,,,,,,,,,,,,,,,,,,,,, -m
https://www.diedachdeckergmbh.de/ueber-uns,Gründung,Seit der Gründung im Jahr 1998 ist unser Unternehmen in Kelkheim ansässig.,,,,,,,,,,,,,,,,,,,,,
https://www.ball-bedachungen.de/ueber-uns,Gründung,Die Ball Zimmerei + Bedachungen GmbH & Co KG wurde 2003 von Ansgar Ball als Einzelunternehmen in Syke gegründet.,,,,,,,,,,,,,,,,,,,,,
https://www.ball-bedachungen.de/ueber-uns,Mitarbeiter,"Unser Team von 60 Mitarbeitern wird regelmäßig fortgebildet, um Bauvorhaben zeitgemäß umzusetzen.",,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-thurwach.de/unser-team/,Mitarbeiter,FOTOS,,,,,,,,,,,,,,,,,,,,,
https://www.bender-bedachungen.de/Ueber-uns/,Gründung,seit 1898 und mittlerweile erfolgreich in vierter Generation.,,,,,,,,,,,,,,,,,,,,,
https://www.sw-meindach.de/ueber-uns/,Gründung,2018 Firmengründung SW-meindach,,,,,,,,,,,,,,,,,,,,,
https://www.sw-meindach.de/ueber-uns/,Mitarbeiter,FOTOS,,,,,,,,,,,,,,,,,,,,,
https://www.bedachungen-vogelgesang.de/ueberuns-dachdecker-saarbruecken,Gründung,Seit 1890 ist unsere Dachdeckerei ein fester Bestandteil von Saarbrücken und steht für Qualität und Tradition in der Dachdeckkunst.,,,,,,,,,,,,,,,,,,,,,
https://www.heinz-krueger-oldenburg.de/unternehmen,Gründung,"1927 gegründet, führe ich unseren Dachdeckerbetrieb mittlerweile in vierter Generation.",,,,,,,,,,,,,,,,,,,,,
https://www.heinz-krueger-oldenburg.de/unternehmen,Mitarbeiter,"Mich unterstützt ein 30-köpfiges Team aus Dachdeckern, Dachdeckermeistern und Zimmermännern.",,,,,,,,,,,,,,,,,,,,,
https://www.mummert-bedachungen.de/ueber-uns/,Gründung,Das Unternehmen Mummert Bedachungen wurde 2012 vom gelernten Bautechniker Torben Mummert gegründet.,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-daume.de/team/,Gründung,Rund ums Dach seit 1908,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-daume.de/team/,Mitarbeiter,FOTOS,,,,,,,,,,,,,,,,,,,,,
https://dachdecker-aul.de/ueber-uns/,Gründung,"Am 1. November 1969 übernahm Dachdeckermeister Heini Aul die Dachdeckerei Max Claussen in der Großen Paaschburg 65, Itzehoe.",,,,,,,,,,,,,,,,,,,,,
https://dachdecker-aul.de/ueber-uns/,Mitarbeiter,FOTO,,,,,,,,,,,,,,,,,,,,,
https://hoer-dachdecker.de/ueber-uns/,Gründung,"Kaum hatte der Champagner seine Blasen verloren, habe ich nur acht Tage später, am 13. Mai 2008, meine eigene Firma gegründet.",,,,,,,,,,,,,,,,,,,,,
https://www.solar-dach.de/UeBER-UNS/,Gründung,Unser Dachdecker-Betrieb wurde 1975 vom Senior-Chef Hubert Rosenbaum als Einzel-Unternehmen gegründet.,,,,,,,,,,,,,,,,,,,,,
https://dachserviceost.de/ueber-uns/,Gründung,Ihr vertrauenswürdiger Partner seit 1994,,,,,,,,,,,,,,,,,,,,,
https://dachserviceost.de/ueber-uns/,Mitarbeiter,"Mit einem Team von etwa 12 Mitarbeitern sind wir in der Lage, auch große Bauvorhaben erfolgreich umzusetzen.",,,,,,,,,,,,,,,,,,,,,
https://www.dachdeckermeister-heiligenhaus.de/%C3%BCber-uns/,Gründung,Die Dachdeckerei Neumann arbeitet seit 2009 auf den Dächern von Heiligenhaus und Umgebung.,,,,,,,,,,,,,,,,,,,,,
https://www.dachdeckermeister-heiligenhaus.de/%C3%BCber-uns/,Mitarbeiter,In unserem Handwerksbetrieb sind zur Zeit 6 Mitarbeiterinnen und Mitarbeiter beschäftigt. / FOTOS,,,,,,,,,,,,,,,,,,,,,
https://dachdecker-godesberg.de/ueber-uns/,Gründung,Gegründet wurde die Firma Josef Otto Bedachungen und Bauklempner am 2. April 1966 durch unseren Seniorchef Josef Otto.,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-tritscher.de/ueber-uns/,Gründung,"Seit der Gründung im Jahr 2011, verschrieb sich der Dachdeckermeisterbetrieb Alexander Tritscher aus Remscheid der qualitätvollen Kundenberatung und dem fachlichen Handwerk.",,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-tritscher.de/ueber-uns/,Mitarbeiter,FOTO,,,,,,,,,,,,,,,,,,,,,
https://www.wendel-bedachung.de/ueber-uns,Gründung,Die Wendel Bedachungs GmbH wurde 1994 von den Brüdern Heinrich und Manfred Wendel gegründet.,,,,,,,,,,,,,,,,,,,,,
https://www.wendel-bedachung.de/ueber-uns,Mitarbeiter,"Seit Bestehen des Unternehmens, wurde das Team kontinuierlich auf mittlerweile 28 Mitarbeiter ausgebaut.",,,,,,,,,,,,,,,,,,,,,
https://www.meybau.de,Mitarbeiter,Mit einem eingespielten Team von rund 120 Mitarbeitern realisieren wir unterschiedlichste Bauprojekte im gesamten Nordwesten.,,,,,,,,,,,,,,,,,,,,,
https://oldenburg-kunststoff-technik.de,Gründung,"Die Oldenburg Kunststoff-Technik GmbH ist ein mittelständiges Familienunternehmen, das seit über 45 Jahren Produkte aus 100 % recyclefähigem Polyethylen für die Verpackungs- und Baubranche fertigt.",,,,,,,,,,,,,,,,,,,,,
https://oldenburg-kunststoff-technik.de,Mitarbeiter,190 Mitarbeiter,,,,,,,,,,,,,,,,,,,,,
http://heizung-sauer-scherer.de,Gründung,Seit über 12 Jahren als Handwerksmeister stelle ich mir vor jedem Erstkontakt- oder Beratungsgespräch diese Frage.,,,,,,,,,,,,,,,,,,,,,
https://www.golissa.com/de/ueber-uns-1.html,Mitarbeiter,FOTO,,,,,,,,,,,,,,,,,,,,,
https://bellen.de/ueber-uns,Gründung,Die Firma H.-G. Bellen GmbH Dachdecker- und Klempnerei steht nun seit 1958 in der 3. Generation für höchste handwerkliche Qualität und Fachkenntnis rund ums Dach.,,,,,,,,,,,,,,,,,,,,,
https://www.engelhardt-dach-wand.de/ueber-uns/,Gründung,Im November 1993 meldete ich Gewerbe an und ließ mich in die Handwerksrolle eintragen.,,,,,,,,,,,,,,,,,,,,,
https://www.engelhardt-dach-wand.de/ueber-uns/,Mitarbeiter,Auf Grund einer soliden Betriebsentwicklung besteht heute der Betrieb aus durchschnittlich 5 Mitarbeitern.,,,,,,,,,,,,,,,,,,,,,
https://trutwin-dach.de/,Mitarbeiter,17 Professionelle Mitarbeiter im Unternehmen,,,,,,,,,,,,,,,,,,,,,
https://trutwin-dach.de/,Gründung,40+ Jahre Erfahrung,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-buechel.de/ueber-uns.aspx,Gründung,"1966 von Willi Büchel gegründet, wird Willi Büchel & Söhne heute in zweiter Generation geführt.",,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-buechel.de/ueber-uns.aspx,Mitarbeiter,"Unser zehnköpfiges Team besteht aus Büroangestellten, Vorarbeitern und Gesellen.",,,,,,,,,,,,,,,,,,,,,
https://heller-dach.de/ueber-uns/,Gründung,"Der Name Heller Bedachungen steht seit nunmehr fast 120 Jahren für Qualität, Kompetenz und Zuverlässigkeit im Dachdeckerhandwerk.",,,,,,,,,,,,,,,,,,,,,
https://heller-dach.de/ueber-uns/,Mitarbeiter,FOTO,,,,,,,,,,,,,,,,,,,,,
https://www.splettstoesser-gmbh.de/ueber-uns/,Gründung,Die Firma Splettstößer GmbH wurde 1987 von Helmut Splettstösser in Bendorf gegründet und ist heute ein gewachsenes Handwerksunternehmen und Spezialist für alle Bereiche von Dach und Wand.,,,,,,,,,,,,,,,,,,,,,
https://www.splettstoesser-gmbh.de/ueber-uns/,Mitarbeiter,Unsere über 30 freundlichen und kompetenten Mitarbeiter betreuen Sie von der Anfrage bis zur Fertigstellung.,,,,,,,,,,,,,,,,,,,,,
https://www.dabesa.de/Ueber-uns/,Gründung,"Für das mehr als sechs Jahrzehnte fest in Potsdam verwurzelte Dachdeckerunternehmen wurde am 25. Juni 1958 der Grundstein gelegt, als sich drei Dachdeckermeister zu einer Genossenschaft vereinigten.",,,,,,,,,,,,,,,,,,,,,
https://www.dabesa.de/Ueber-uns/,Mitarbeiter,FOTO,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-mildenhoyer.de/ueber-uns,Gründung,Am 06.04.1999 von Milden Hoyer gegründet begann unser Einsatz mit nur einer qualifizierten Fachkraft.,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-mildenhoyer.de/ueber-uns,Mitarbeiter,"Unsere Mannschaft besteht inzwischen aus 15 Personen, von denen jeder erfahrener Profi in seinem Handwerk ist.",,,,,,,,,,,,,,,,,,,,,
https://www.hd-heuermann.de/unternehmen/,Gründung,Gegründet wurde unsere Firma 1977 von Heinz-Dieter Heuermann und seinem Vater Hinrich.,,,,,,,,,,,,,,,,,,,,,
https://www.allesunterdach.de/%C3%BCber-uns/,Gründung,"Unsere große Leidenschaft gehört den Dächern, Fassaden und Wänden von Häusern und Gebäuden – und das jetzt schon seit Januar 2013.",,,,,,,,,,,,,,,,,,,,,
https://www.mz-dach.de/dachdecker-ingelheim/,Gründung,Gegründet wurde das Unternehmen 1992 von Martina und Michael Zimmermann und hat sich seitdem einen Namen im gesamten Rhein-Main-Gebiet gemacht.,,,,,,,,,,,,,,,,,,,,,
https://www.grau-bedachung.de/about,Gründung,Seine Einzelfirma hat er aus eigener Kraft am 1. Oktober 1987 gegründet.,,,,,,,,,,,,,,,,,,,,,
https://www.grau-bedachung.de/about,Mitarbeiter,"Durch seine 15 Mitarbeiter und einen Azubi wird das Anliegen von Olaf Grau, fachlich kompetente und qualitativ hochwertige Ausführung der Dachdeckerarbeiten, garantiert.",,,,,,,,,,,,,,,,,,,,,
https://www.reh-dachdecker.de/ueber-uns/,Gründung,"Der Dachdeckerbetrieb Reh + Geil wurde 1996 gegründet, nachdem Herr Reh vier Jahre zuvor seine Meisterprüfung erfolgreich absolviert hat.",,,,,,,,,,,,,,,,,,,,,
https://www.reh-dachdecker.de/ueber-uns/,Mitarbeiter,Zur Zeit setzt das Team – sieben bestens ausgebildete hochmotivierte Mitarbeiter und Mitarbeiterinnen – unser Firmenmotto: „Wir wollen zufriedene Kunden und dafür tun wir alles“ in die Tat um.,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-grabosch.de/index.php/about-us,Gründung,Der Dachdeckermeisterbetrieb Grabosch besteht seit 1991 und ist seit langem in der Dachdeckerinnung vertreten.,,,,,,,,,,,,,,,,,,,,,
https://dachdecker-jona.de/ueber-uns/,Gründung,Das Flachdach ist seit 1998 unsere Leidenschaft und wir möchten uns als Flachdachbetrieb in Gaggenau und Murgtal etablieren und ein fester Bestandteil der Stadt werden.,,,,,,,,,,,,,,,,,,,,,
https://www.otto-dachbau.de/familienbetrieb-otto/,Gründung,"Unsere Betrieb wurde nach langjähriger Erfahrung im Dachdecker-Handwerk vor über 15 Jahren als Zwei-Mannbetrieb mit Garagenlager gegründet, was man heute meist als „Start-up“ bezeichnet.",,,,,,,,,,,,,,,,,,,,,
https://www.otto-dachbau.de/familienbetrieb-otto/,Mitarbeiter,"Zu unserem Team zählen neben der Geschäftsleitung aktuell unser zweiter Dachdeckermeister und Bauleiter, ein Vorabeiter und 6 weiteren Fachgesellen, dazu ein 1 Auszubildender im 3. Lehrjahr.",,,,,,,,,,,,,,,,,,,,,
https://schaeffer-dach.de/ueber-uns/,Gründung,Seit 1988 prägen wir im Dachdecker-Fachbetrieb den Standard für Qualität und Fachkenntnisse.,,,,,,,,,,,,,,,,,,,,,
https://schaeffer-dach.de/ueber-uns/,Mitarbeiter,"Unser engagiertes Team, bestehend aus über 40 Mitarbeitern, angeführt von den erfahrenen Dachdeckermeistern Dirk Neuhaus und Heiko Blaschka, sorgt für Zuverlässigkeit, Innovation und erstklassige Handwerkskunst.",,,,,,,,,,,,,,,,,,,,,
https://dachdeckerpohl.de/ueber-Uns,Gründung,Ihr zuverlässiger Partner rund ums Dach seit 1974,,,,,,,,,,,,,,,,,,,,,
https://www.dachdeckerei-burgdorf.de/ueber-uns/,Gründung,Unser Betrieb wurde 1929 in erster Generation von Otto Burgdorf gegründet.,,,,,,,,,,,,,,,,,,,,,
https://www.dachdeckerei-burgdorf.de/ueber-uns/,Mitarbeiter,Zurzeit arbeiten wir mit 9 Mitarbeiter/innen.,,,,,,,,,,,,,,,,,,,,,
https://www.lengauer-bedachungen.de/ueber-uns/,Gründung,"1970 verkaufte Herr Bernhard Müller seinen alteingesessenen Dachdeckerbetrieb an der Hindenburgstraße 89 in Voerde-Friedrichsfeld, auf Grund mangelnder Nachfolge, an den Dachdeckermeister (DDM) Egon Lengauer.",,,,,,,,,,,,,,,,,,,,,
https://www.lengauer-bedachungen.de/ueber-uns/,Mitarbeiter,FOTO,,,,,,,,,,,,,,,,,,,,,
https://www.weber-bedachungen-lohra.de/%C3%BCber-uns/,Gründung,Seit 1967 sind wir für die Projekte unserer Kunden unterwegs und seit 1982 ist bereits Otto Weber Geschäftsführer unseres Unternehmens.,,,,,,,,,,,,,,,,,,,,,
https://www.weber-bedachungen-lohra.de/%C3%BCber-uns/,Mitarbeiter,Zurzeit haben wir 10 Mitarbeiter.,,,,,,,,,,,,,,,,,,,,,
https://www.sbdach.de/,Mitarbeiter,FOTOS,,,,,,,,,,,,,,,,,,,,,
https://baehren-bedachung.de/ueber-uns.html,Gründung,Mehr als 15 Jahre Dachdecker aus Überzeugung,,,,,,,,,,,,,,,,,,,,,
https://dachdecker-heinrich.de/about-us/,Gründung,Unser Unternehmen wurde 01.01.1997 von Sven Heinrich gegründet und hat seinen Sitz in Stelle.,,,,,,,,,,,,,,,,,,,,,
https://dachdecker-heinrich.de/about-us/,Mitarbeiter,Zurzeit besteht unser Team aus 15 Fachkräften.,,,,,,,,,,,,,,,,,,,,,
https://www.schauener-dachbau.de/ueber-uns,Gründung,Schauener Dachbau GmbH - Ihr erfahrener Baudienstleister seit 1997,,,,,,,,,,,,,,,,,,,,,
https://www.schauener-dachbau.de/ueber-uns,Mitarbeiter,"Uns stehen über 8 Mitarbeiter zur Verfügung, von denen die meisten mehrere Jahre mit uns zusammen arbeiten.",,,,,,,,,,,,,,,,,,,,,
https://www.bbgdachdecker.de/,Mitarbeiter,Unser Team besteht aus 10 Gesellen und einem Meister.,,,,,,,,,,,,,,,,,,,,,
https://bedachungen-habedank.de/ueber-uns/,Gründung,Am 01.10.2002 gründete sich die Dachdeckerfirma Habedank als eine Ein-Mann-Firma.,,,,,,,,,,,,,,,,,,,,,
https://bedachungen-habedank.de/ueber-uns/,Mitarbeiter,"Erfahrungen und Qualität werden heute durch 16 Mitarbeiter davon kaufmännische Angestellte, Fachkräfte im Dachdecker-Handwerk wie Dachdecker, Dachklempner, Zimmerleute sowie befähigte Personen im Gerüstbau weitergegeben.",,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-nienstedt.de/Ueber-uns/Unser-Team,Gründung,1870 gründete Dachdeckermeister August Nienstedt sein eigenes Unternehmen am heutigen Firmenstammsitz in Opperhausen,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-nienstedt.de/Ueber-uns/Unser-Team,Mitarbeiter,KOMPLETTE SEITE,,,,,,,,,,,,,,,,,,,,,
https://groegerundlogge.de/,Gründung,"Gegründet von Norbert Gröger und Ingolf Logge im Jahr 1997, sind wir als regional tätiges Unternehmen im mecklenburgischen Parchim seit mehr als 20 Jahren fest etabliert. ",,,,,,,,,,,,,,,,,,,,,
https://www.dachdeckerei-becht.de/ueber-uns,Mitarbeiter,Die Dachdeckerei Becht ist ein kleines Familienunternehmen mit 7 Mitarbeitern.,,,,,,,,,,,,,,,,,,,,,
https://www.dachdeckerei-becht.de/ueber-uns,Gründung,1987 Jakob Becht gründet die Firma,,,,,,,,,,,,,,,,,,,,,
https://dachdeckerei-quetsch.be/ueber-uns/,Gründung,"Wir, die Dach- & Bauschreinerei QUETSCH, stehen seit dem Jahr 2000 für Qualität und Zuverlässigkeit im Handwerk.",,,,,,,,,,,,,,,,,,,,,
https://dachdeckerei-quetsch.be/ueber-uns/,Mitarbeiter,"Gegründet als Einzelunternehmen von Dachdeckermeister Guido Quetsch und seiner Ehefrau Dajana Quetsch-Huby, haben wir uns von einem kleinen Betrieb mit nur einem Lehrling zu einem starken Unternehmen mit einem Team von 30 engagierten Mitarbeitern entwickelt.",,,,,,,,,,,,,,,,,,,,,
https://www.weingarten-bedachungen.de/unternehmen/dach-holzbau/ueber_uns,Gründung,Im Jahr 2016 feierten wir unser 60-jähriges Firmenjubiläum.,,,,,,,,,,,,,,,,,,,,,
https://ragas-gmbh.de/,Gründung,Fast 50 Jahre,,,,,,,,,,,,,,,,,,,,,
https://ragas-gmbh.de/,Mitarbeiter,derzeit 36 Mitarbeiter,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-jedamzik.de/unternehmen/ueber-uns/,Gründung,Seit nunmehr 30 Jahren besteht der Dachdecker-Fachbetrieb Jedamzik.,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-jedamzik.de/unternehmen/unser-team/,Mitarbeiter,FOTOS,,,,,,,,,,,,,,,,,,,,,
https://dachdecker-klein-bliesgau.de/uber-uns/,Gründung,"Unser inhabergeführtes Unternehmen besteht seit 1996 in Blieskastel, im Herzen des Bliesgaus.",,,,,,,,,,,,,,,,,,,,,
https://dachdecker-klein-bliesgau.de/uber-uns/,Mitarbeiter,11 Mitarbeiterstamm,,,,,,,,,,,,,,,,,,,,,
https://www.berg-dach-schiefer.de/ueber-uns/,Gründung,"Unser Unternehmen wurde 1987 von Dachdeckermeister Kurt Haag in Traben-Trarbach an der Mosel gegründet, nachdem dieser 1983 seine Meisterprüfung im Dachdeckerhandwerk abgelegt hatte.",,,,,,,,,,,,,,,,,,,,,
https://www.berg-dach-schiefer.de/ueber-uns/,Mitarbeiter,FOTOS,,,,,,,,,,,,,,,,,,,,,
https://tragwerk.info/ueber-uns/,Mitarbeiter,FOTOS,,,,,,,,,,,,,,,,,,,,,
https://www.dahmen-dachdecker.de/ueber-uns/,Gründung,Direkt im Anschluss meldete ich in Krefeld zum 1.1.1992 das Gewerbe der Einzelfirma an.,,,,,,,,,,,,,,,,,,,,,
https://www.dahmen-dachdecker.de/ueber-uns/,Mitarbeiter,Unser Betrieb besteht neben mir als Meister aus 5 weiteren Fachgesellen,,,,,,,,,,,,,,,,,,,,,
https://www.dachdecker-berlin.com/,Gründung,"Großvater Willi Dreßler (großes Bild, rechts) gründete am 3. Januar 1938 ein eigenes Unternehmen, baute es aus und übergab es viele Jahre später an seinen Sohn Hans-Joachim (links).",,,,,,,,,,,,,,,,,,,,,
https://www.franksuelzengmbh.de/die-firma.html,Gründung,Dachdeckermeister Frank Sülzen gründete im Jahr 1989 die Frank Sülzen GmbH.,,,,,,,,,,,,,,,,,,,,,
https://www.uw-bedachungen.de/wir-ueber-uns/partner,Gründung,Im Jahr 1995 gründete Gerd Unterstab als Jungmeister seinen Dachdeckerbetrieb mit Sitz in Niddatal in der Wetterau in Hessen.,,,,,,,,,,,,,,,,,,,,,
https://mathias-dachdecker.de/ueber-uns/,Mitarbeiter,12 Mitarbeiter,,,,,,,,,,,,,,,,,,,,,
https://www.dachbau-wunderlich.de/ueber-uns/,Gründung,Dachbau Wunderlich wurde 1985 von Dachdeckermeister Thomas Wunderlich in Berlin-Köpenick gegründet.,,,,,,,,,,,,,,,,,,,,,
https://dachdecker-ewald.de/ueber-uns/,Gründung,1954 Alles begann mit der Gründung des Betriebes durch Philipp Ewald.,,,,,,,,,,,,,,,,,,,,,
https://dachdecker-ewald.de/ueber-uns/,Mitarbeiter,AUFZÄHLUNG,,,,,,,,,,,,,,,,,,,,,
https://dachdecker-nordheide.de/pages/ueber-uns-dachdecker.php,Gründung,Seit 2004 sorgen wir für Qualität in der kostenlosen Beratung sowie Planung und Ausführung der Arbeiten rund ums Dach.,,,,,,,,,,,,,,,,,,,,,
https://dach-schwab.de/ueber-uns.html,Gründung,"Wir sind ein Meisterbetrieb, gegründet 1999.",,,,,,,,,,,,,,,,,,,,,
https://dach-schwab.de/ueber-uns.html,Mitarbeiter,"Dachdeckermeister Matthias Schwab beschäftigt zur Zeit 4 Mitarbeiter, die sich fortlaufend weiterbilden um auf dem neuesten Stand des Dachdeckerhandwerks zu bleiben.",,,,,,,,,,,,,,,,,,,,,
https://dachdecker-eberhardt.de/ueber-uns/,Gründung,Das Unternehmen wurde im Oktober 1994 von Klaus Eberhardt gegründet und besteht seit 30 Jahren.,,,,,,,,,,,,,,,,,,,,,
https://dachdecker-eberhardt.de/ueber-uns/,Mitarbeiter,"Im Januar 1995 kam ein Mitarbeiter dazu, heute beschäftigen wir 27 Mitarbeiter; darunter 4 Dachdeckermeister, 11 Dachdeckergesellen, 5 Dachdeckerhelfer, 2 Klempner, 1 Dachdecker – 1 Klempnerazubi und drei Büroangestellte.",,,,,,,,,,,,,,,,,,,,,
https://www.schneider-bau.com/unternehmen/ueber-uns/,Gründung,"In Merxheim liegen unsere Wurzeln, und hier begann im Jahr 1928 unsere faszinierende Erfolgsgeschichte.",,,,,,,,,,,,,,,,,,,,,
https://www.zeiler-bau.de/unternehmen/bauen/team,Gründung,Am 07.07.1997 wurde das Unternehmen durch Herrn Konrad Zeiler gegründet.,,,,,,,,,,,,,,,,,,,,,
https://www.zeiler-bau.de/unternehmen/bauen/team,Mitarbeiter,FOTO / FOTOS,,,,,,,,,,,,,,,,,,,,,
https://hafner-bau.de/uber-uns,Mitarbeiter,FOTOS,,,,,,,,,,,,,,,,,,,,,
https://hafner-bau.de/uber-uns,Gründung,die geschichte von hafner bau beginnt 1967 in görisried.,,,,,,,,,,,,,,,,,,,,,
https://www.hack-bau.de/ueber-uns/,Gründung,"Wir, die Firma Hack Bauunternehmen GmbH sind ein junges, zuverlässiges und dynamisches Team das seit 1999 tätig ist.",,,,,,,,,,,,,,,,,,,,,
